Date              C           SP
20080606      -0.054665     -0.030889
20080609      -0.022931      0.000794
20080610       0.033673     -0.002438
20080611      -0.051826     -0.016894
20080612       0.035398      0.003280
20080613       0.029663      0.015046
20080616       0.017090      0.000081
20080617      -0.017763     -0.006771
20080618      -0.002933     -0.009712
20080619      -0.011274      0.003752
20080620      -0.043133     -0.018543
20080623      -0.038860      0.000053
20080624       0.016173     -0.002815
20080625       0.000000      0.005843
20080626      -0.062599     -0.029365
20080627      -0.023769     -0.003717
20080630      -0.028406      0.001267
20080701       0.022076      0.003836
20080702      -0.016929     -0.018204
20080703      -0.001188      0.001094
20080707      -0.024970     -0.008385
20080708       0.060366      0.017080
20080709      -0.054629     -0.022776
20080710      -0.009732      0.006990
20080711      -0.005528     -0.011090
20080714      -0.059914     -0.009028
20080715      -0.043364     -0.010901
20080716       0.131181      0.025064
20080717       0.091075      0.012013
20080718       0.076795      0.000286
20080721       0.017571     -0.000539
20080722       0.060945      0.013492
20080723       0.011010      0.004064
20080724      -0.097538     -0.023125
20080725      -0.011018      0.004168
20080728      -0.075332     -0.018597
20080729       0.058520      0.023356
20080730       0.019512      0.016672
20080731       0.010633     -0.013144
20080801       0.009631     -0.005578
20080804      -0.002120     -0.008966
20080805       0.057886      0.028719
20080806      -0.011044      0.003354
20080807      -0.062437     -0.017934
20080808       0.049811      0.023893
20080811       0.022176      0.006943
20080812      -0.064581     -0.012051
20080813      -0.039374     -0.002916
20080814       0.015160      0.005522
20080815       0.025996      0.004076
20080818      -0.050135     -0.015098
20080819      -0.024404     -0.009315
20080820       0.017452      0.006197
20080821      -0.001144      0.002495
20080822       0.038351      0.011333
20080825      -0.029217     -0.019625
20080826       0.013061      0.003686
20080827       0.015695      0.007983
20080828       0.052980      0.014840
20080829      -0.004717     -0.013724
20080902       0.006319     -0.004093
20080903       0.026164     -0.002035
20080904      -0.066803     -0.029922
20080905       0.042077      0.004431
20080908       0.065548      0.020510
20080909      -0.070866     -0.034138
20080910      -0.010593      0.006149
20080911      -0.003747      0.013806
20080912      -0.034928      0.002122
20080915      -0.151448     -0.047136
20080916       0.033465      0.017515
20080917      -0.109206     -0.047133
20080918       0.186743      0.043342
20080919       0.240240      0.040257
20080922      -0.030993     -0.038237
20080923      -0.001000     -0.015633
20080924      -0.051526     -0.001978
20080925       0.023734      0.019656
20080926       0.038125      0.003167
20080929      -0.119107     -0.087897
20080930       0.155493      0.054203
20081001       0.121404     -0.004544
20081002      -0.021739     -0.040291
20081003      -0.184444     -0.013506
20081006      -0.051226     -0.038518
20081007      -0.129810     -0.057395
20081008      -0.049505     -0.011333
20081009      -0.102083     -0.076167
20081010       0.091261     -0.011759
20081013       0.116230      0.115800
20081014       0.182222     -0.005322
20081015      -0.128357     -0.090350
20081016      -0.020333      0.042507
20081017      -0.064151     -0.006213
20081020       0.014113      0.047685
20081021      -0.060305     -0.030800
20081022      -0.060649     -0.061013
20081023      -0.015766      0.012634
20081024      -0.073989     -0.034511
20081027      -0.033773     -0.031764
20081028       0.143223      0.107890
20081029      -0.037286     -0.011079
20081030       0.027885      0.025804
20081031       0.041190      0.015365
20081103       0.024908     -0.002529
20081104       0.049321      0.040826
20081105      -0.139646     -0.052677
20081106      -0.087886     -0.050264
20081107       0.026042      0.028855
20081110      -0.051607     -0.012653
20081111      -0.036574     -0.022041
20081112      -0.107407     -0.051894
20081113      -0.019710      0.069213
20081114       0.007407     -0.041699
20081117      -0.066176     -0.025810
20081118      -0.059618      0.009838
20081119      -0.234450     -0.061156
20081120      -0.264062     -0.067123
20081121      -0.199575      0.063248
20081124       0.578249      0.064723
20081125       0.021849      0.006551
20081126       0.159540      0.035328
20081128       0.175886      0.009643
20081201      -0.221954     -0.089295
20081202       0.119380      0.039941
20081203       0.083103      0.025836
20081204      -0.053708     -0.029308
20081205       0.041892      0.036499
20081208       0.098573      0.038387
20081209       0.008264     -0.023118
20081210      -0.028103      0.011894
20081211      -0.087952     -0.028524
20081212       0.017173      0.007028
20081215      -0.038961     -0.012686
20081216       0.112162      0.051360
20081217      -0.048603     -0.009593
20081218      -0.051086     -0.021163
20081219      -0.055182      0.002937
20081222      -0.038462     -0.018302
20081223      -0.034074     -0.009717
20081224       0.039877      0.005781
20081226      -0.007375      0.005356
20081229      -0.023774     -0.003873
20081230       0.035008      0.024407
20081231      -0.013235      0.014158
