Date              C           SP
20040920      -0.033014     -0.005627
20040921       0.005507      0.006327
20040922      -0.027820     -0.013938
20040923      -0.011266     -0.004670
20040924       0.006153      0.001579
20040927      -0.012231     -0.005936
20040928       0.016051      0.005926
20040929       0.008802      0.004270
20040930      -0.012975     -0.000197
20041001       0.016999      0.015181
20041004      -0.003120      0.003243
20041005      -0.004695     -0.000608
20041006       0.004942      0.006673
20041007       0.000447     -0.009982
20041008      -0.004468     -0.007527
20041011       0.006732      0.002005
20041012      -0.001338     -0.002268
20041013      -0.015402     -0.007301
20041014      -0.009295     -0.009303
20041015       0.005492      0.004450
20041018       0.006372      0.005252
20041019      -0.014247     -0.009686
20041020      -0.006882      0.000390
20041021      -0.007854      0.002564
20041022      -0.009080     -0.009715
20041025       0.000470     -0.000849
20041026       0.017849      0.014870
20041027       0.014075      0.012879
20041028       0.016155      0.001813
20041029       0.002485      0.002448
20041101      -0.001352      0.000274
20041102       0.013315      0.000027
20041103       0.008686      0.011198
20041104       0.017664      0.016156
20041105       0.000868      0.003874
20041108       0.002601     -0.001098
20041109      -0.000865     -0.000695
20041110      -0.003462     -0.001005
20041111       0.004560      0.009089
20041112       0.017510      0.009110
20041115      -0.008498     -0.000304
20041116      -0.013285     -0.007079
20041117       0.002823      0.005538
20041118      -0.005847      0.001362
20041119      -0.016554     -0.011161
20041122       0.000443      0.005896
20041123       0.000886     -0.000255
20041124       0.006857      0.004095
20041126      -0.002197      0.000753
20041129      -0.010128     -0.003450
20041130      -0.004671     -0.004030
20041201       0.026592      0.014951
20041202      -0.003918     -0.000873
20041203      -0.002404      0.000706
20041206       0.011391     -0.000772
20041207      -0.003682     -0.011073
20041208       0.006304      0.004877
20041209       0.003240      0.005436
20041210      -0.011413     -0.001043
20041213       0.018732      0.008990
20041214       0.002138      0.003921
20041215       0.009388      0.001945
20041216      -0.005496     -0.002082
20041217      -0.009139     -0.007472
20041220       0.001501      0.000360
20041221       0.010709      0.009040
20041222       0.023734      0.003418
20041223       0.009108      0.000463
20041227      -0.009026     -0.004305
20041228       0.000828      0.007154
20041229      -0.007032     -0.000074
20041230       0.000417      0.000082
20041231       0.003123     -0.001343
20050103       0.001868     -0.008119
20050104      -0.008494     -0.011671
20050105       0.012537     -0.003628
20050106       0.009699      0.003506
20050107      -0.005722     -0.001431
20050110      -0.006372      0.003423
20050111      -0.002482     -0.006100
20050112      -0.003111      0.003981
20050113      -0.009777     -0.008630
20050114      -0.001891      0.006005
20050118       0.013892      0.009675
20050119      -0.002699     -0.009490
20050120      -0.005620     -0.007783
20050121       0.003349     -0.006415
20050124       0.008971     -0.003528
20050125       0.003102      0.004004
20050126      -0.000618      0.004844
20050127       0.001650      0.000409
20050128      -0.003707     -0.002716
20050131       0.013849      0.008460
20050201       0.008767      0.006891
20050202       0.004042      0.003178
20050203      -0.001812     -0.002766
20050204       0.012818      0.011043
20050207      -0.001004     -0.001089
20050208      -0.005027      0.000483
20050209      -0.006063     -0.008575
20050210      -0.004067      0.004211
20050211       0.008575      0.006926
20050214      -0.003036      0.000697
20050215       0.003046      0.003300
20050216      -0.004453      0.000182
20050217      -0.007727     -0.007923
20050218      -0.004713      0.000700
20050222      -0.012765     -0.014506
20050223       0.008968      0.005607
20050224      -0.001654      0.007894
20050225      -0.000414      0.009307
20050228      -0.011599     -0.006414
20050301       0.003353      0.005658
20050302       0.005221     -0.000273
20050303      -0.003324      0.000322
20050304       0.008964      0.009624
20050307       0.001446      0.002610
20050308       0.000000     -0.004799
20050309      -0.012172     -0.010185
20050310       0.005639      0.001856
20050311      -0.007477     -0.007583
20050314       0.008998      0.005625
20050315      -0.008710     -0.007524
20050316      -0.008996     -0.008082
20050317      -0.002744      0.001801
20050318      -0.008256     -0.000471
20050321      -0.023266     -0.004934
20050322      -0.028846     -0.010196
20050323       0.000225      0.000700
20050324       0.001575     -0.000947
20050328       0.005615      0.002441
20050329      -0.009381     -0.007596
20050330       0.012852      0.013773
20050331       0.000445     -0.000694
20050401      -0.007121     -0.006497
20050404      -0.000672      0.002728
20050405       0.007849      0.004481
20050406       0.004673      0.002269
20050407       0.006866      0.005971
20050408      -0.001320     -0.008345
20050411       0.004626      0.000008
20050412       0.018417      0.005545
20050413      -0.013778     -0.011762
20050414      -0.008950     -0.010002
20050415       0.007709     -0.016720
20050418       0.010055      0.002941
20050419       0.003030      0.005934
20050420      -0.004746     -0.013255
20050421       0.003035      0.019736
20050422       0.001081     -0.006750
20050425       0.009931      0.008662
20050426      -0.003420     -0.008915
20050427       0.009224      0.004029
20050428      -0.008927     -0.011380
20050429       0.016670      0.011922
20050502      -0.009157      0.004590
20050503       0.005803     -0.000852
20050504       0.003633      0.012470
20050505      -0.001916     -0.002569
20050506      -0.006186     -0.001092
20050509       0.005581      0.006394
20050510      -0.010032     -0.010705
20050511       0.006900      0.004193
20050512      -0.006210     -0.010033
20050513      -0.010774     -0.004580
20050516       0.019386      0.010086
20050517       0.007692      0.006957
20050518       0.012299      0.010019
20050519       0.002095      0.004656
20050520      -0.000836     -0.001511
20050523      -0.004184      0.003851
20050524       0.002311      0.000176
20050525      -0.005450     -0.003400
20050526      -0.001475      0.006395
20050527      -0.002111      0.000969
20050531      -0.003596     -0.006073
20050601       0.012948      0.009039
20050602      -0.000210      0.001680
20050603      -0.003144     -0.006867
20050606       0.002733      0.001246
20050607      -0.000629     -0.000209
20050608       0.001888     -0.002163
20050609      -0.001466      0.005240
20050610      -0.000839     -0.002348
20050613      -0.000840      0.002262
20050614      -0.003992      0.002573
20050615      -0.000211      0.002218
20050616       0.002954      0.003630
20050617      -0.001683      0.004955
20050620      -0.001896     -0.000707
20050621      -0.001056     -0.002048
20050622       0.002536      0.000222
20050623      -0.011804     -0.010833
20050624       0.001493     -0.007629
20050627      -0.003834     -0.000739
20050628       0.005345      0.009138
20050629      -0.005104     -0.001431
20050630      -0.011757     -0.007101
20050701      -0.001514      0.002611
20050705       0.006499      0.008833
20050706      -0.003444     -0.008340
20050707      -0.000648      0.002452
20050708       0.005187      0.011679
20050711      -0.008600      0.006255
20050712      -0.002386      0.002272
20050713      -0.005652      0.000884
20050714       0.016616      0.002624
20050715      -0.001720      0.001158
20050718      -0.030590     -0.005530
20050719      -0.013333      0.006731
20050720      -0.004279      0.004759
20050721      -0.001357     -0.006606
20050722       0.006115      0.005411
20050725       0.002476     -0.003769
20050726       0.001572      0.001733
20050727      -0.004708      0.004573
20050728      -0.002027      0.005603
20050729      -0.008208     -0.007671
20050801       0.004598      0.000948
20050802       0.008467      0.007099
20050803      -0.000454      0.000739
20050804      -0.002951     -0.007373
20050805      -0.006603     -0.007638
20050808      -0.007564     -0.002683
20050809       0.006928      0.006745
20050810      -0.006881     -0.001827
20050811       0.004850      0.007062
20050812       0.002528     -0.005994
20050815       0.003897      0.002828
20050816       0.007993     -0.011776
20050817      -0.000906      0.000738
20050818       0.002494     -0.001000
20050819      -0.001131      0.000566
20050822       0.000906      0.001656
20050823      -0.014480     -0.003405
20050824      -0.011708     -0.006554
20050825       0.005159      0.002315
20050826      -0.003977     -0.006013
20050829       0.010209      0.005958
20050830      -0.006431     -0.003192
20050831       0.011789      0.009864
20050901      -0.001371      0.001033
20050902       0.003889     -0.002922
20050906       0.009572      0.012619
20050907       0.003612      0.002408
20050908      -0.000450     -0.003793
20050909       0.003825      0.007965
20050912       0.008967     -0.000741
20050913       0.002000     -0.007545
20050914      -0.002661     -0.003281
20050915       0.001112      0.000464
20050916       0.009327      0.008292
20050919      -0.001980     -0.005566
20050920      -0.004630     -0.007863
20050921      -0.007309     -0.009121
20050922       0.008032      0.003652
20050923       0.001328      0.000552
20050926      -0.003316      0.000280
20050927       0.000000      0.000025
20050928       0.001996      0.001012
20050929       0.010181      0.008867
20050930      -0.002629      0.000920
20051003      -0.000220     -0.001717
20051004      -0.003735     -0.009970
20051005      -0.001544     -0.014887
20051006       0.003534     -0.004096
20051007      -0.000440      0.003701
20051010      -0.003964     -0.007166
20051011      -0.009507     -0.002072
20051012      -0.004464     -0.006068
20051013       0.002691     -0.000713
20051014       0.007156      0.008268
20051017      -0.005107      0.002975
20051018      -0.007811     -0.010050
20051019       0.009672      0.014956
20051020      -0.012252     -0.015020
20051021      -0.000677      0.001520
20051024       0.016700      0.016777
20051025       0.002664     -0.002368
20051026       0.010627     -0.004312
20051027      -0.005257     -0.010475
20051028       0.010791      0.016549
20051031      -0.002614      0.007176
20051101      -0.008301     -0.003521
20051102       0.003304      0.009977
20051103       0.007464      0.004264
20051104       0.003300      0.000164
20051107       0.018202      0.002188
20051108       0.003661     -0.003451
20051109       0.004721      0.001690
20051110       0.019436      0.008446
20051111       0.005657      0.003055
20051114       0.005000     -0.000778
20051115      -0.012023     -0.003850
20051116       0.000629      0.001790
20051117       0.005242      0.009414
20051118       0.009804      0.004401
20051121       0.002066      0.005271
20051122       0.008452      0.005084
20051123       0.008585      0.003473
20051125       0.003648      0.002086
20051128      -0.004443     -0.008508
20051129      -0.004260      0.000016
20051130      -0.011000     -0.006362
20051201       0.006179      0.012157
20051202      -0.001638      0.000324
20051205       0.001640     -0.002363
20051206       0.000819      0.001276
20051207      -0.003886     -0.005009
20051208      -0.004107     -0.001217
20051209       0.008454      0.002811
20051212      -0.004703      0.000842
20051213       0.015612      0.005554
20051214       0.004045      0.004190
20051215      -0.010878     -0.001414
20051216       0.005499     -0.002848
20051219      -0.004051     -0.005839
20051220       0.000814     -0.000238
20051221       0.001219      0.002517
20051222      -0.001624      0.004221
20051223       0.001017      0.000426
20051227      -0.011982     -0.009553
20051228      -0.003700      0.001297
20051229       0.002269     -0.002981
20051230      -0.001029     -0.004887
20060103       0.015660      0.016430
20060104      -0.018462      0.003673
20060105       0.004961      0.000016
20060106       0.000000      0.009399
20060109      -0.004731      0.003656
20060110       0.003100     -0.000357
20060111       0.009065      0.003481
20060112       0.001021     -0.006274
20060113      -0.002244      0.001205
20060117      -0.010016     -0.003635
20060118      -0.001445     -0.003897
20060119      -0.008685      0.005564
20060120      -0.046934     -0.018326
20060123       0.006785      0.001847
20060124       0.000217      0.002405
20060125       0.004782     -0.001721
20060126       0.016872      0.007235
20060127      -0.002978      0.007764
20060130      -0.001067      0.001153
20060131      -0.005126     -0.003984
20060201      -0.005367      0.001859
20060202      -0.014246     -0.009061
20060203      -0.002656     -0.005359
20060206       0.002441      0.000783
20060207      -0.002657     -0.008095
20060208       0.006881      0.008663
20060209       0.009480     -0.001478
20060210       0.003713      0.002540
20060213      -0.006092     -0.003260
20060214       0.009632      0.010033
20060215       0.002819      0.003504
20060216       0.004108      0.007328
20060217      -0.004307     -0.001660
20060221      -0.001514     -0.003271
20060222       0.015378      0.007513
20060223      -0.001707     -0.003775
20060224       0.001068      0.001274
20060227      -0.001494      0.003637
20060228      -0.008764     -0.010401
20060301       0.003451      0.008261
20060302      -0.010316     -0.001626
20060303      -0.002823     -0.001482
20060306       0.003702     -0.006968
20060307       0.006726     -0.001862
20060308       0.006034      0.002030
20060309      -0.004070     -0.004881
20060310       0.010755      0.007349
20060313      -0.003192      0.001990
20060314       0.007259      0.010396
20060315      -0.003603      0.004270
20060316       0.006594      0.001773
20060317       0.001902      0.001471
20060320      -0.000211     -0.001660
20060321      -0.003797     -0.006015
20060322       0.009530      0.006021
20060323       0.002098     -0.002582
20060324       0.000837      0.000983
20060327      -0.003556     -0.001028
20060328      -0.000840     -0.006438
20060329       0.000630      0.007470
20060330      -0.007348     -0.002026
20060331      -0.001058     -0.004168
20060403       0.003811      0.002301
20060404       0.016874      0.006257
20060405       0.001037      0.004311
20060406      -0.008496     -0.001921
20060407      -0.003971     -0.010343
20060410       0.005665      0.000849
20060411      -0.009597     -0.007736
20060412       0.002739      0.001205
20060413       0.009454      0.000776
20060417       0.006243     -0.002940
20060418       0.002689      0.017365
20060419      -0.005157      0.001744
20060420       0.001451      0.001168
20060421      -0.006004     -0.000137
20060424      -0.000208     -0.002417
20060425      -0.011250     -0.004870
20060426       0.006110      0.002819
20060427       0.018639      0.003302
20060428       0.037383      0.000680
20060501      -0.009810     -0.004135
20060502       0.002831      0.006145
20060503       0.005040     -0.004082
20060504      -0.009428      0.003364
20060505       0.020049      0.010295
20060508      -0.004169     -0.000830
20060509       0.003788      0.000362
20060510      -0.000993     -0.001728
20060511      -0.016302     -0.012798
20060512      -0.009903     -0.011241
20060515       0.010614      0.002525
20060516       0.000606     -0.001869
20060517      -0.014332     -0.016841
20060518      -0.002048     -0.006699
20060519       0.001436      0.004137
20060522       0.000820     -0.003915
20060523      -0.006347     -0.004350
20060524       0.002679      0.001584
20060525       0.008426      0.011370
20060526       0.010190      0.005719
20060530      -0.011095     -0.015873
20060531       0.005712      0.008136
20060601       0.010751      0.012298
20060602       0.006221      0.001952
20060605      -0.010371     -0.017800
20060606       0.002821     -0.001138
20060607       0.003818     -0.006092
20060608       0.000000      0.001417
20060609      -0.003604     -0.004476
20060612      -0.008841     -0.012697
20060613      -0.022704     -0.010280
20060614      -0.008504      0.005189
20060615       0.018410      0.021235
20060616      -0.006574     -0.003678
20060619      -0.011166     -0.009109
20060620       0.003973     -0.000016
20060621       0.007498      0.009741
20060622      -0.004135     -0.005271
20060623      -0.008927     -0.000883
20060626       0.011730      0.004869
20060627      -0.011180     -0.009084
20060628       0.001884      0.005487
20060629       0.021108      0.021565
20060630      -0.012485     -0.002098
20060703       0.014922      0.007865
20060705       0.000817     -0.007249
20060706       0.005305      0.002494
20060707      -0.003856     -0.006750
20060710       0.005297      0.001470
20060711       0.005270      0.004087
20060712      -0.015524     -0.010939
20060713      -0.019660     -0.012959
20060714      -0.006058     -0.004902
20060717      -0.024800     -0.001383
20060718       0.003233      0.001920
20060719       0.015038      0.018555
20060720      -0.002963     -0.008477
20060721      -0.003821     -0.007077
20060724       0.011293      0.016625
20060725      -0.000211      0.006321
20060726       0.001686     -0.000378
20060727      -0.004629     -0.004100
20060728       0.021560      0.012152
20060731      -0.000414     -0.001478
20060801       0.004140     -0.004496
20060802       0.004329      0.006004
20060803       0.004926      0.001345
20060804       0.000619     -0.000711
20060807      -0.005567     -0.002806
20060808       0.001659     -0.003363
20060809      -0.009936     -0.004349
20060810       0.002927      0.004629
20060811      -0.006879     -0.003986
20060814       0.001679      0.001160
20060815       0.014459      0.013696
20060816       0.002479      0.007662
20060817       0.000824      0.001582
20060818       0.000618      0.003715
20060821      -0.002263     -0.003670
20060822      -0.001444      0.001002
20060823       0.003304     -0.004489
20060824       0.002882      0.002374
20060825      -0.001642     -0.000748
20060828       0.009868      0.005166
20060829       0.002850      0.001920
20060830       0.005278     -0.000008
20060831      -0.003433     -0.000345
20060901       0.000405      0.005515
20060905       0.001013      0.001709
20060906      -0.005868     -0.009891
20060907      -0.011805     -0.004799
20060908       0.003502      0.003787
20060911       0.004105      0.000477
20060912       0.001431      0.010442
20060913       0.006328      0.003777
20060914      -0.000203     -0.001358
20060915      -0.002029      0.002727
20060918       0.008132      0.000993
20060919       0.002218     -0.002172
20060920       0.004024      0.005211
20060921      -0.003006     -0.005395
20060922      -0.005025     -0.002466
20060925       0.011717      0.008815
20060926       0.002995      0.007517
20060927      -0.005176      0.000187
20060928      -0.000800      0.001915
20060929      -0.005207     -0.002464
20061002      -0.003624     -0.003391
20061003       0.012124      0.002096
20061004       0.018766      0.012075
20061005      -0.000784      0.002222
20061006       0.001177     -0.002690
20061009       0.000588      0.000800
20061010      -0.005090      0.002043
20061011      -0.008658     -0.002564
20061012      -0.003970      0.009541
20061013       0.003986      0.002047
20061016      -0.004565      0.002512
20061017      -0.001994     -0.003652
20061018       0.002797      0.001400
20061019      -0.006376      0.000732
20061020       0.000802      0.001200
20061023       0.014226      0.006152
20061024      -0.002963      0.000261
20061025       0.007925      0.003514
20061026      -0.000786      0.004963
20061027      -0.009247     -0.008452
20061030      -0.004766      0.000428
20061031       0.000798      0.000007
20061101      -0.001396     -0.007352
20061102       0.002795     -0.000344
20061103      -0.003016     -0.002223
20061106       0.012704      0.011346
20061107       0.005177      0.002218
20061108       0.001783      0.002083
20061109       0.000791     -0.005333
20061110       0.000395      0.001865
20061113       0.001185      0.002549
20061114       0.001184      0.006356
20061115      -0.005517      0.002405
20061116       0.003765      0.002284
20061117       0.002764      0.001029
20061120      -0.001378     -0.000500
20061121      -0.002365      0.001649
20061122       0.003161      0.002338
20061124      -0.009060     -0.003656
20061127      -0.008348     -0.013598
20061128      -0.006615      0.003488
20061129       0.006053      0.009202
20061130      -0.005415      0.000822
20061201      -0.004235     -0.002799
20061204       0.012556      0.008885
20061205       0.010200      0.004002
20061206       0.005345     -0.001315
20061207      -0.001378     -0.003971
20061208       0.022481      0.001812
20061211       0.019865      0.002270
20061212      -0.011914     -0.001047
20061213       0.001340      0.001169
20061214       0.015099      0.008689
20061215       0.018076      0.001122
20061218       0.025338     -0.003230
20061219      -0.003788      0.002158
20061220      -0.001267     -0.001417
20061221      -0.007252     -0.003674
20061222      -0.003835     -0.005316
20061226       0.010449      0.004352
20061227       0.023404      0.007015
20061228      -0.009395     -0.001479
20061229      -0.003221     -0.004513
20070103      -0.008079     -0.001199
20070104      -0.003439      0.001228
20070105      -0.005267     -0.006085
20070108       0.005112      0.002220
20070109      -0.008719     -0.000517
20070110      -0.008063      0.001940
20070111       0.000739      0.006340
20070112       0.003877      0.004853
20070116       0.007172      0.000818
20070117      -0.006938     -0.000894
20070118       0.000000     -0.002971
20070119       0.002022      0.002895
20070122       0.003303     -0.005278
20070123      -0.003475      0.003542
20070124       0.006240      0.008501
20070125      -0.016414     -0.011270
20070126       0.013721     -0.001208
20070129      -0.011158     -0.001097
20070130       0.003885      0.005772
20070131       0.015847      0.006593
20070201       0.002539      0.005354
20070202      -0.001279      0.001694
20070205       0.001647     -0.000967
20070206       0.003653      0.000698
20070207       0.000000      0.001395
20070208      -0.009281     -0.001179
20070209      -0.019104     -0.007077
20070212       0.000562     -0.003261
20070213       0.005240      0.007597
20070214       0.008751      0.007644
20070215       0.000554      0.001038
20070216      -0.002029     -0.000872
20070220       0.001664      0.002844
20070221      -0.008120     -0.001404
20070222      -0.002977     -0.000858
20070223       0.003359     -0.003564
20070226      -0.020272     -0.001254
20070227      -0.039484     -0.034725
20070228      -0.004545      0.005561
20070301       0.014096     -0.002595
20070302      -0.021731     -0.011403
20070305      -0.014409     -0.009408
20070306       0.027005      0.015494
20070307      -0.007117     -0.002465
20070308       0.005575      0.007127
20070309      -0.003366      0.000685
20070312       0.000596      0.002673
20070313      -0.031970     -0.020368
20070314       0.006769      0.006691
20070315       0.021394      0.003684
20070316      -0.011969     -0.003828
20070319       0.010701      0.010894
20070320       0.011586      0.006334
20070321       0.027449      0.017081
20070322      -0.003652     -0.000348
20070323      -0.002315      0.001094
20070326      -0.003480      0.000968
20070327      -0.009313     -0.006184
20070328      -0.001959     -0.007966
20070329       0.008634      0.003740
20070330      -0.001167     -0.001174
20070402      -0.005649      0.002597
20070403       0.007052      0.009280
20070404      -0.000973      0.001113
20070405       0.004089      0.003050
20070409       0.000194      0.000589
20070410       0.015898      0.002617
20070411      -0.011450     -0.006573
20070412      -0.002896      0.006206
20070413      -0.000968      0.003488
20070416       0.025775      0.010751
20070417      -0.007557      0.002050
20070418       0.008757      0.000693
20070419       0.001887     -0.001202
20070420       0.006216      0.009261
20070423      -0.005803     -0.002304
20070424      -0.005649     -0.000351
20070425       0.018746      0.010139
20070426      -0.004461     -0.000782
20070427      -0.003547     -0.000120
20070430       0.004684     -0.007831
20070501       0.010817      0.002651
20070502       0.001845      0.006472
20070503       0.003499      0.004325
20070504       0.002595      0.002150
20070507      -0.003882      0.002564
20070508      -0.002970     -0.001166
20070509       0.007446      0.003223
20070510      -0.016999     -0.013956
20070511      -0.001692      0.009641
20070514      -0.004707     -0.001793
20070515      -0.001324     -0.001304
20070516       0.040159      0.008626
20070517      -0.002003     -0.000918
20070518       0.003650      0.006610
20070521      -0.002909      0.001543
20070522       0.004376     -0.000643
20070523      -0.001271     -0.001207
20070524      -0.001454     -0.009703
20070525       0.003459      0.005453
20070529      -0.003810      0.001570
20070530       0.005281      0.007984
20070531      -0.012862      0.000255
20070601       0.000367      0.003737
20070604      -0.006604      0.001849
20070605      -0.004617     -0.005347
20070606      -0.010575     -0.008864
20070607      -0.015188     -0.017570
20070608       0.015423      0.011370
20070611       0.002625      0.000962
20070612      -0.016271     -0.010682
20070613       0.020532      0.015184
20070614      -0.000186      0.004816
20070615       0.005776      0.006527
20070618      -0.000371     -0.001213
20070619       0.005560      0.001731
20070620      -0.015112     -0.013601
20070621       0.004117      0.006180
20070622      -0.023295     -0.012896
20070625      -0.013738     -0.003208
20070626      -0.010447     -0.003238
20070627       0.012903      0.009009
20070628       0.000000     -0.000418
20070629      -0.010037     -0.001567
20070702       0.006824      0.010696
20070703       0.004260      0.003580
20070705      -0.006942      0.000348
20070706       0.003884      0.003304
20070709      -0.001934      0.000921
20070710      -0.011628     -0.014185
20070711       0.008039      0.005721
20070712       0.027816      0.019055
20070713      -0.006056      0.003101
20070716      -0.006283     -0.001919
20070717       0.005173     -0.000097
20070718      -0.016393     -0.002065
20070719      -0.009108      0.004469
20070720      -0.007823     -0.012221
20070723       0.002563      0.004869
20070724      -0.030476     -0.019804
20070725      -0.001985      0.004666
20070726      -0.028491     -0.023339
20070727      -0.017570     -0.015992
20070730       0.004684      0.010254
20070731      -0.013138     -0.012647
20070801       0.006012      0.007243
20070802       0.019851      0.004359
20070803      -0.032176     -0.026586
20070806       0.057524      0.024151
20070807       0.004964      0.006159
20070808       0.018522      0.014072
20070809      -0.052334     -0.029650
20070810       0.002132      0.000379
20070813      -0.009787     -0.000495
20070814      -0.018908     -0.018157
20070815      -0.001095     -0.013908
20070816       0.042535      0.003249
20070817       0.026498      0.024567
20070820      -0.008605     -0.000270
20070821      -0.006820      0.001086
20070822       0.007699      0.011713
20070823      -0.001652     -0.001072
20070824       0.003102      0.011535
20070827      -0.014639     -0.008504
20070828      -0.034526     -0.023473
20070829       0.017555      0.021922
20070830      -0.015335     -0.004181
20070831       0.014060      0.011217
20070904       0.007039      0.010468
20070905      -0.025630     -0.011501
20070906      -0.007391      0.004252
20070907      -0.003942     -0.016908
20070910      -0.003958     -0.001273
20070911       0.015673      0.013632
20070912      -0.005434      0.000048
20070913       0.013112      0.008420
20070914       0.006040      0.000202
20070917      -0.013079     -0.005120
20070918       0.050836      0.029208
20070919      -0.002067      0.006086
20070920      -0.022167     -0.006723
20070921       0.006568      0.004609
20070924      -0.019364     -0.005256
20070925      -0.006010     -0.000343
20070926       0.005182      0.005411
20070927       0.007089      0.003907
20070928      -0.004480     -0.003023
20071001       0.022498      0.013290
20071002       0.002934     -0.000265
20071003       0.000627     -0.004552
20071004      -0.005429      0.002111
20071005       0.014067      0.009560
20071008      -0.010352     -0.003217
20071009      -0.003766      0.008096
20071010      -0.010080     -0.001712
20071011       0.025032     -0.005158
20071012      -0.009313      0.004754
20071015      -0.034050     -0.008381
20071016      -0.031358     -0.006573
20071017      -0.002902      0.001761
20071018      -0.018585     -0.000753
20071019      -0.033539     -0.025616
20071022       0.005902      0.003798
20071023      -0.003990      0.008803
20071024      -0.014609     -0.002441
20071025      -0.014108     -0.000976
20071026       0.033956      0.013788
20071029       0.001407      0.003713
20071030      -0.013586     -0.006463
20071031      -0.004987      0.011992
20071101      -0.068019     -0.026423
20071102      -0.020254      0.000802
20071105      -0.048502     -0.004955
20071106      -0.022841      0.012049
20071107      -0.047606     -0.029370
20071108      -0.015265     -0.000576
20071109       0.006079     -0.014287
20071112       0.014199     -0.009988
20071113       0.069407      0.029093
20071114       0.003900     -0.007069
20071115      -0.040511     -0.013212
20071116      -0.016773      0.005230
20071119      -0.058824     -0.017460
20071120      -0.018750      0.004486
20071121      -0.021338     -0.015927
20071123       0.031565      0.016891
20071126      -0.061514     -0.023239
20071127       0.019160      0.014930
20071128       0.064974      0.028560
20071129       0.000000      0.000477
20071130       0.031279      0.007770
20071203      -0.007207     -0.005887
20071204      -0.015427     -0.006540
20071205       0.035023      0.015190
20071206       0.019590      0.015037
20071207      -0.001164     -0.001778
20071210       0.013407      0.007510
20071211      -0.044291     -0.025271
20071212      -0.052964      0.006050
20071213      -0.014617      0.001224
20071214      -0.009997     -0.013746
20071217       0.002280     -0.015021
20071218      -0.012675      0.006280
20071219      -0.005596     -0.001361
20071220      -0.010593      0.004900
20071221       0.011710      0.016670
20071224       0.024471      0.008077
20071226      -0.017108      0.000809
20071227      -0.029228     -0.014216
20071228      -0.009134      0.001436
20071231       0.005121     -0.006852
20080102      -0.017663     -0.014438
20080103       0.000346      0.000000
20080104      -0.023851     -0.024552
20080107       0.000708      0.003223
20080108      -0.039632     -0.018352
20080109       0.012896      0.013624
20080110       0.022554      0.007948
20080111       0.016008     -0.013595
20080114       0.017507      0.010871
20080115      -0.072952     -0.024925
20080116      -0.025984     -0.005612
20080117      -0.048781     -0.029093
20080118      -0.020433     -0.006045
20080122      -0.002041     -0.011085
20080123       0.080323      0.021442
20080124       0.036798      0.010063
20080125      -0.025247     -0.015872
20080128       0.037913      0.017556
20080129       0.009403      0.006152
20080130      -0.001078     -0.004764
20080131       0.021883      0.016772
20080201       0.053958      0.012238
20080204      -0.015830     -0.010463
20080205      -0.074264     -0.031995
20080206      -0.004806     -0.007624
20080207      -0.008172      0.007886
20080208      -0.025094     -0.004204
20080211      -0.008452      0.005889
20080212       0.015498      0.007266
20080213       0.004960      0.013604
20080214      -0.022779     -0.013421
20080215      -0.010101      0.000838
20080219      -0.006279     -0.000896
20080220       0.006714      0.008341
20080221      -0.017262     -0.012867
20080222       0.002794      0.007881
20080225      -0.015127      0.013813
20080226       0.008488      0.006918
20080227       0.030862     -0.000919
20080228      -0.027605     -0.008942
20080229      -0.051979     -0.027090
20080303      -0.026149      0.000534
20080304      -0.042876     -0.003448
20080305       0.002262      0.005238
20080306      -0.044244     -0.022014
20080307      -0.012282     -0.008410
20080310      -0.058345     -0.015463
20080311       0.091417      0.037130
20080312      -0.013029     -0.008996
20080313      -0.006601      0.005127
20080314      -0.061229     -0.020783
20080317      -0.058640     -0.008959
20080318       0.112245      0.042410
20080319      -0.014486     -0.024287
20080320       0.102401      0.023944
20080324       0.034222      0.015321
20080325       0.006446      0.002304
20080326      -0.058497     -0.008766
20080327      -0.011791     -0.011460
20080328      -0.044057     -0.007950
20080331       0.028325      0.005687
20080401       0.112979      0.035896
20080402       0.007550     -0.001934
20080403       0.014155      0.001302
20080404      -0.011494      0.000796
20080407       0.021595      0.001562
20080408      -0.034146     -0.005100
20080409      -0.007576     -0.008092
20080410       0.005513      0.004474
20080411      -0.014762     -0.020374
20080414      -0.036387     -0.003384
20080415       0.012883      0.004600
20080416       0.028070      0.022691
20080417       0.025171      0.000623
20080418       0.044944      0.018139
20080421      -0.003186     -0.001554
20080422       0.003596     -0.008810
20080423      -0.019506      0.002900
20080424       0.045879      0.006442
20080425       0.032609      0.006495
20080428       0.007895     -0.001052
20080429      -0.018277     -0.003889
20080430      -0.039894     -0.003846
20080501       0.041155      0.017141
20080502       0.015391      0.003236
20080505      -0.024252     -0.004534
20080506       0.004660      0.007652
20080507      -0.053730     -0.018114
20080508      -0.007353      0.003669
20080509      -0.027572     -0.006725
20080512       0.000423      0.011021
20080513      -0.025804     -0.000385
20080514       0.009553      0.004006
20080515       0.020645      0.010585
20080516      -0.025706      0.001250
20080519      -0.005623      0.000898
20080520      -0.038277     -0.009274
20080521      -0.047490     -0.016053
20080522       0.031339      0.002617
20080523      -0.027624     -0.013210
20080527       0.025568      0.006846
20080528      -0.002770      0.003963
20080529       0.020370      0.005335
20080530      -0.006806      0.001516
20080602      -0.019644     -0.010504
20080603      -0.001864     -0.005788
20080604      -0.015873     -0.000327
20080605       0.006641      0.019496
